model,type,statistic,r2_train,r2_test,rmse_train,rmse_test,n_samples,n_features
random-weights_2,random-weights,garud_h123,0.22143937434556926,0.2153406187995932,0.1454417647364205,0.1457167355631637,199837,64
random-weights_2,random-weights,garud_h2_h1,0.2672749182692191,0.2706413263593337,0.1684660829805665,0.16787639156048592,199837,64
random-weights_3,random-weights,SFS_1,0.17382953786149147,0.17651132485634935,4.052853233309898,4.0169815707932655,199837,64
random-weights_3,random-weights,SFS_2,0.055739998363195986,0.0568399713771639,2.1390763129598365,2.1284374180563597,199837,64
random-weights_3,random-weights,SFS_3,0.035990202369172386,0.03445419962274099,1.8299300101666505,1.7793109151492152,199837,64
random-weights_3,random-weights,SFS_4,0.026608900307005467,0.02404773366248647,1.6460652727854994,1.6124536835045118,199837,64
random-weights_3,random-weights,SFS_5,0.022211741413261654,0.021625436452766156,1.5491845889434317,1.5552173961180291,199837,64
random-weights_3,random-weights,SFS_6,0.018532169896301354,0.018520141949349256,1.4558900121738394,1.4670164053150667,199837,64
random-weights_3,random-weights,SFS_7,0.014457382535584706,0.013937779929297123,1.4067786517466276,1.459957234957398,199837,64
random-weights_3,random-weights,SFS_8,0.011776126917056984,0.012119215392942584,1.3945216330585017,1.4075774278985316,199837,64
random-weights_3,random-weights,SFS_9,0.011339879137623021,0.01138351399550075,1.3329777510555,1.340786102836255,199837,64
random-weights_3,random-weights,LD_1,0.4449433321199584,0.44780512603088074,0.07210622667494868,0.07119627374109021,199837,64
random-weights_3,random-weights,LD_2,0.3830882901605811,0.38507880002830297,0.0726495341999736,0.07187809946702231,199837,64
random-weights_3,random-weights,LD_3,0.258229468034765,0.2573370021396889,0.08079524728031835,0.0794112345096699,199837,64
random-weights_3,random-weights,LD_4,0.09497340884433514,0.09504648738766153,0.0903076466344538,0.09117708026964334,199837,64
random-weights_3,random-weights,LD_5,0.02021335986567796,0.02039416180840581,0.0906108657352511,0.09200871269911375,199837,64
random-weights_3,random-weights,LD_6,0.011314523020622858,0.01000272728505247,0.07956982196043211,0.0814594228709109,199837,64
random-weights_3,random-weights,LD_7,0.010147581867110511,0.009172727009378101,0.061911924638910626,0.06258016515953257,199837,64
random-weights_3,random-weights,LD_8,0.00917771293577585,0.007355914458085366,0.04424980100453377,0.044169515470676435,199837,64
random-weights_3,random-weights,LD_9,0.00678477554980228,0.005483684822045198,0.030922506461343823,0.03055979063335362,199837,64
random-weights_3,random-weights,LD_10,0.00398155291180069,0.003797080338951875,0.02074780163278108,0.022099798825029986,199837,64
random-weights_3,random-weights,LD_11,0.0025066150254032804,0.0010910231978834561,0.01406714664153051,0.014381221680763757,199837,64
random-weights_3,random-weights,LD_12,0.0014449936766238736,0.00039382948884569835,0.008865394242168052,0.010658240907303844,199837,64
random-weights_3,random-weights,LD_13,0.0010226565154668465,0.0004623307595705839,0.005872225415527594,0.0065648111159287426,199837,64
random-weights_3,random-weights,LD_14,0.00044797643611937943,0.000181246475741359,0.0033605754866989613,0.0048702356733803485,199837,64
random-weights_3,random-weights,LD_15,0.0005862308229204194,-4.5858806818621645e-05,0.0018684250737099474,0.005222340047981247,199837,64
random-weights_3,random-weights,$\pi$,0.8021238217122416,0.8028209679253081,0.9925632340398756,0.9887239279791026,199837,64
random-weights_3,random-weights,#haps,0.0784551737262893,0.0774879765770784,12.07987862146464,11.990782341298896,199837,64
random-weights_3,random-weights,ihs_maxabs,0.2705323842932943,0.27258997479980196,0.2230971670465692,0.2226763571079812,199837,64
random-weights_3,random-weights,garud_h1,0.2988978261180343,0.2958045773311737,0.0815910263365138,0.08229873902754749,199837,64
random-weights_3,random-weights,garud_h12,0.24985737479818038,0.24498132698170716,0.12509876683588875,0.12562707454704147,199837,64
random-weights_3,random-weights,garud_h123,0.2097747085914221,0.20436184586500417,0.14652724361842806,0.14673261189374526,199837,64
random-weights_3,random-weights,garud_h2_h1,0.23628851200017698,0.2384426275626944,0.1719913521752395,0.17154195806490027,199837,64
random-weights_4,random-weights,SFS_1,0.19091028129165288,0.19376839182519756,4.0107388632787115,3.974668693138515,199837,64
random-weights_4,random-weights,SFS_2,0.058409755970907584,0.05777516523099957,2.136050209137134,2.127381926306115,199837,64
random-weights_4,random-weights,SFS_3,0.037715218491319646,0.03620660825681332,1.8282920225716164,1.7776955097084683,199837,64
random-weights_4,random-weights,SFS_4,0.027568856184948975,0.02557542729961204,1.6452533998333956,1.6111911730007895,199837,64
random-weights_4,random-weights,SFS_5,0.023098732948630185,0.021708604097492534,1.5484817653131249,1.5551512933586384,199837,64
random-weights_4,random-weights,SFS_6,0.018791589544305598,0.018592299096430787,1.4556975904644662,1.4669624777365602,199837,64
random-weights_4,random-weights,SFS_7,0.014504189457134165,0.01491908356199012,1.4067452448910192,1.45923059827899,199837,64
random-weights_4,random-weights,SFS_8,0.012286488204805934,0.013311901283447614,1.3941614910962623,1.4067274747559797,199837,64
random-weights_4,random-weights,SFS_9,0.011754029645851483,0.011105582002225889,1.3326985290926527,1.3409745587098287,199837,64
random-weights_4,random-weights,LD_1,0.48016158244252116,0.48672214498263655,0.06978117747432233,0.06864159120595054,199837,64
random-weights_4,random-weights,LD_2,0.404004341094401,0.40891699255904224,0.07140734328627261,0.07047110632894796,199837,64
random-weights_4,random-weights,LD_3,0.27140076804221447,0.26998950601858396,0.08007471117963329,0.07873187711323726,199837,64
random-weights_4,random-weights,LD_4,0.09509882148719406,0.09736766241712524,0.09030138929730279,0.09106007213364362,199837,64
random-weights_4,random-weights,LD_5,0.016857228918607636,0.01955565227185707,0.09076592090129514,0.09204808245254434,199837,64
random-weights_4,random-weights,LD_6,0.009040079855998306,0.0064614255767342366,0.07966129345378381,0.08160498634331022,199837,64
random-weights_4,random-weights,LD_7,0.009547119971662688,0.0064265102823022335,0.06193070022342286,0.06266683000170464,199837,64
random-weights_4,random-weights,LD_8,0.008661021573804328,0.0066874607000707575,0.0442613371348396,0.044184385004517684,199837,64
random-weights_4,random-weights,LD_9,0.006157878687865548,0.00504665230744572,0.030932263744490544,0.030566504527841005,199837,64
random-weights_4,random-weights,LD_10,0.004201091644660648,0.002870283298568199,0.02074551492959943,0.02211007648342441,199837,64
random-weights_4,random-weights,LD_11,0.002573576999601812,0.0007339285827806519,0.01406667446811375,0.014383791983994752,199837,64
random-weights_4,random-weights,LD_12,0.0013972209708184025,0.00046440028393024413,0.008865606308004625,0.010657864672225943,199837,64
random-weights_4,random-weights,LD_13,0.0009051300291280651,9.879749605490318e-05,0.005872570829629086,0.006566004822942693,199837,64
random-weights_4,random-weights,LD_14,0.0006712061228034694,-2.7281529990652587e-05,0.003360200207531718,0.004870743529219477,199837,64
random-weights_4,random-weights,LD_15,0.000454952639515227,-3.198373629054174e-05,0.0018685477833437273,0.005222303819348737,199837,64
random-weights_4,random-weights,$\pi$,0.8241133648352126,0.824967183756504,0.9357888098590563,0.9315462452276988,199837,64
random-weights_4,random-weights,#haps,0.0779519668228208,0.075557869744317,12.083176262858405,12.003319521093562,199837,64
random-weights_4,random-weights,ihs_maxabs,0.29294907990901753,0.29717228633130044,0.21964250755252374,0.21888142413951608,199837,64
random-weights_4,random-weights,garud_h1,0.3457000364410605,0.3502686901497737,0.07882068183058984,0.07905211247412586,199837,64
random-weights_4,random-weights,garud_h12,0.27869953351118193,0.2816590702398005,0.12267023949878092,0.12253769491204992,199837,64
random-weights_4,random-weights,garud_h123,0.22789959408266247,0.22740929176493951,0.1448370957202853,0.1445917746134369,199837,64
random-weights_4,random-weights,garud_h2_h1,0.275813357518505,0.27919211362036467,0.16748163972127295,0.1668894235021345,199837,64
